0000  0  0.1  160001  51.6371  51.6371  1.09877  22.0607  21.9213
0001  1  0.1  160000  51.244  51.244  1.10337  22.0981  21.9452
0002  2  0.1  160001  50.3258  50.3258  1.11866  22.1015  21.9431
0003  3  0.1  160001  48.9124  48.9124  1.14092  22.1265  21.9338
0004  4  0.1  160000  47.6094  47.6094  1.16251  22.1053  21.9205
0005  5  0.1  160001  46.1555  46.1555  1.18716  22.1348  21.8857
0006  6  0.1  160001  44.5338  44.5338  1.21255  22.2057  21.9311
0007  7  0.1  160001  42.8841  42.8841  1.23692  22.2287  21.9179
0008  8  0.1  160001  41.3116  41.3116  1.26482  22.3034  21.9165
0009  9  0.1  160001  39.5008  39.5008  1.29197  22.3445  21.9111
0010  10  0.1  160001  37.688  37.688  1.31892  22.4323  21.9258
0011  11  0.1  160001  36.165  36.165  1.34989  22.4689  21.9062
0012  12  0.1  160001  34.3908  34.3908  1.37695  22.5793  21.9418
0013  13  0.1  160001  32.4454  32.4454  1.40465  22.6427  21.9094
0014  14  0.1  160000  30.7051  30.7051  1.43274  22.7471  21.9349
0015  15  0.1  160001  28.8878  28.8878  1.46363  22.8789  21.9535
0016  16  0.1  160001  26.9443  26.9443  1.4955  22.9511  21.9275
0017  17  0.1  160001  25.1646  25.1646  1.52523  23.0634  21.9288
0018  18  0.1  160001  23.2677  23.2677  1.55758  23.1723  21.9151
0019  19  0.1  160001  21.3932  21.3932  1.58877  23.3582  21.9367
0020  20  0.1  160001  19.592  19.592  1.61848  23.5089  21.9593
0021  21  0.1  160001  17.771  17.771  1.65348  23.6577  21.9535
0022  22  0.1  160001  16.0282  16.0282  1.68803  23.8247  21.96
0023  23  0.1  160001  14.5053  14.5053  1.7207  24.0201  21.9845
0024  24  0.1  160001  12.9891  12.9891  1.75608  24.1796  21.9677
0025  25  0.1  160001  11.7362  11.7362  1.79036  24.4118  21.9864
0026  26  0.1  160001  10.6934  10.6934  1.82837  24.6444  22.0343
0027  27  0.1  160001  9.92051  9.92051  1.86659  24.8729  22.0324
0028  28  0.1  160001  9.64424  9.64424  1.90444  25.0845  22.0168
0029  29  0.1  160001  9.86085  9.86085  1.94297  25.3532  22.0422
0030  30  0.1  160001  10.7386  10.7386  1.98211  25.6242  22.0435
0031  31  0.1  160001  11.9459  11.9459  2.02251  25.8977  22.0867
0032  32  0.1  160000  13.0726  13.0726  2.0635  26.2134  22.088
0033  33  0.1  160001  13.8893  13.8893  2.10939  26.4909  22.0724
0034  34  0.1  160001  14.4476  14.4476  2.15201  26.8273  22.1117
0035  35  0.1  160001  15.0137  15.0137  2.19834  27.1632  22.1252
0036  36  0.1  160001  15.1673  15.1673  2.24626  27.5558  22.1518
0037  37  0.1  160001  15.1398  15.1398  2.29419  27.9211  22.1546
0038  38  0.1  160000  15.1269  15.1269  2.34094  28.376  22.2001
0039  39  0.1  160001  15.0863  15.0863  2.392  28.7218  22.1944
0040  40  0.1  160001  14.8273  14.8273  2.44826  29.206  22.2552
0041  41  0.1  160001  14.5783  14.5783  2.50411  29.6424  22.2513
0042  42  0.1  160001  14.4543  14.4543  2.55997  30.1519  22.268
0043  43  0.1  160001  14.1304  14.1304  2.61488  30.6791  22.3049
0044  44  0.1  160001  13.9941  13.9941  2.67936  31.2395  22.336
0045  45  0.1  160001  13.9402  13.9402  2.73997  31.8572  22.3661
0046  46  0.1  160001  13.7821  13.7821  2.80823  32.4412  22.3982
0047  47  0.1  160001  14.0216  14.0216  2.87493  33.0875  22.4287
0048  48  0.1  160001  14.4243  14.4243  2.94286  33.777  22.4606
0049  49  0.1  160001  15.1829  15.1829  3.02111  34.514  22.5038
0050  50  0.1  160001  15.9969  15.9969  3.09458  35.278  22.5269
0051  51  0.1  160001  16.7739  16.7739  3.17169  36.063  22.5433
0052  52  0.1  160001  17.1626  17.1626  3.25734  36.9871  22.6051
0053  53  0.1  160001  17.3709  17.3709  3.34443  37.918  22.6563
0054  54  0.1  160001  17.2919  17.2919  3.44015  38.8814  22.6971
0055  55  0.1  160001  17.613  17.613  3.53889  39.8509  22.7183
0056  56  0.1  160000  17.651  17.651  3.63848  41.0087  22.7737
0057  57  0.1  160001  17.9495  17.9495  3.748  42.1974  22.8174
0058  58  0.1  160001  18.0309  18.0309  3.86302  43.489  22.8717
0059  59  0.1  160000  18.6468  18.6468  3.98347  44.8376  22.9178
0060  60  0.1  160001  19.6156  19.6156  4.11212  46.2778  22.9624
0061  61  0.1  160001  20.3288  20.3288  4.24975  47.8183  22.9862
0062  62  0.1  160001  20.8657  20.8657  4.39762  49.5097  23.0361
0063  63  0.1  160001  21.1795  21.1795  4.55141  51.3805  23.1134
0064  64  0.1  160000  21.428  21.428  4.72679  53.2864  23.1733
0065  65  0.1  194  4.05988  4.05988  4.91237  56.1922  23.0114
0066  66  0.1  160000  23.0395  23.0395  5.10254  57.759  23.292
0067  67  0.1  160001  23.8343  23.8343  5.3141  60.3303  23.3528
0068  68  0.1  160000  24.6235  24.6235  5.62503  63.1493  23.4396
0069  69  0.1  22221  24.7025  24.7025  5.87696  65.9763  23.5369
0070  70  0.1  160000  26.5908  26.5908  6.16322  69.7044  23.5943
0071  71  0.1  160001  27.6196  27.6196  6.47342  73.5825  23.681
0072  72  0.1  160000  28.6582  28.6582  6.81873  77.6544  23.7263
0073  73  0.1  160001  29.8519  29.8519  7.20363  82.3983  23.8325
0074  74  0.1  160001  31.3623  31.3623  7.63024  87.7245  23.9035
0075  75  0.1  160001  32.9785  32.9785  8.11825  93.888  23.9869
