0000  0  0.1  160001  33.1667 23.7912  1.16644  22.0261  0
0001  1  0.1  160001  32.8889 23.9138  1.17312  22.0381  0
0002  2  0.1  160000  31.9648 22.8945  1.19092  22.0355  0
0003  3  0.1  160001  30.7024 21.9037  1.21916  22.0581  0
0004  4  0.1  160000  29.2924 20.8197  1.25226  22.0922  0
0005  5  0.1  160001  27.7496 19.6665  1.29022  22.1453  0
0006  6  0.1  160001  26.181 18.9297  1.32685  22.1351  0
0007  7  0.1  160001  24.5158 17.2463  1.36375  22.1916  0
0008  8  0.1  160001  22.8925 15.7393  1.40328  22.2352  0
0009  9  0.1  160001  21.1455 15.3229  1.44531  22.3151  0
0010  10  0.1  160001  19.4709 13.4116  1.48215  22.3488  0
0011  11  0.1  160000  17.7335 12.7809  1.52485  22.4593  0
0012  12  0.1  160001  16.0069 11.0556  1.56738  22.5141  0
0013  13  0.1  160001  14.3618 9.9196  1.61265  22.5821  0
0014  14  0.1  160001  12.7478 9.46367  1.65128  22.6943  0
0015  15  0.1  160001  11.2054 8.39169  1.6976  22.8108  0
0016  16  0.1  160001  9.87107 7.38909  1.74363  22.9338  0
0017  17  0.1  160001  8.77361 6.46402  1.78714  23.0239  0
0018  18  0.1  160000  7.94857 6.23538  1.83596  23.1913  0
0019  19  0.1  160001  7.56608 6.11984  1.88221  23.2867  0
0020  20  0.1  160001  7.55766 6.14168  1.92922  23.4745  0
0021  21  0.1  160001  7.97398 6.26337  1.97891  23.6309  0
0022  22  0.1  160001  8.93531 7.13988  2.03165  23.828  0
0023  23  0.1  160001  9.89215 8.00187  2.08191  24.0103  0
0024  24  0.1  160001  10.5389 8.22782  2.13499  24.1314  0
0025  25  0.1  160001  10.798 8.29297  2.18586  24.3488  0
0026  26  0.1  160001  10.9903 8.94348  2.24158  24.6078  0
0027  27  0.1  160001  11.0758 8.96965  2.2959  24.8213  0
0028  28  0.1  160001  11.1864 9.01508  2.35365  25.0279  0
0029  29  0.1  160001  11.1802 9.00742  2.41402  25.2555  0
0030  30  0.1  160001  10.96 8.92414  2.47262  25.5483  0
0031  31  0.1  160000  10.8211 8.90245  2.53384  25.8325  0
0032  32  0.1  160001  10.6014 8.83973  2.5961  26.1309  0
0033  33  0.1  160001  10.659 8.82688  2.65864  26.4276  0
0034  34  0.1  160001  10.6266 8.83396  2.72511  26.7425  0
0035  35  0.1  160001  10.6088 8.84282  2.79552  27.0941  0
0036  36  0.1  160001  10.7156 8.86303  2.86503  27.459  0
0037  37  0.1  160001  10.9243 8.95061  2.93893  27.8934  0
0038  38  0.1  160001  11.3948 9.08415  3.01247  28.2885  0
0039  39  0.1  160001  12.2168 9.91097  3.08604  28.6704  0
0040  40  0.1  160001  12.7553 10.6563  3.1663  29.1322  0
0041  41  0.1  160001  13.0133 10.7613  3.2477  29.5592  0
0042  42  0.1  159999  13.2949 10.8553  3.33385  30.0848  0
0043  43  0.1  160001  13.3285 10.8759  3.42025  30.5614  0
0044  44  0.1  160001  13.4234 10.8649  3.51163  31.1562  0
0045  45  0.1  160001  13.5622 10.9305  3.60796  31.6908  0
