0000  0  0.1  160001  33.5263 24.4118  1.15583  21.9671  0
0001  1  0.1  160001  33.2408 24.0529  1.16177  21.9976  0
0002  2  0.1  160000  32.25 22.9566  1.1804  22.0087  0
0003  3  0.1  160001  31.072 22.0517  1.20716  22.0099  0
0004  4  0.1  160000  29.7077 20.9481  1.23879  22.0578  0
0005  5  0.1  160000  28.2941 20.2946  1.27442  22.0591  0
0006  6  0.1  160001  26.645 19.091  1.30984  22.1156  0
0007  7  0.1  160001  24.9785 17.8972  1.34467  22.1606  0
0008  8  0.1  160001  23.3615 16.5764  1.38225  22.1463  0
0009  9  0.1  160001  21.6566 15.6461  1.42223  22.2513  0
0010  10  0.1  160001  19.961 13.9129  1.45785  22.2927  0
0011  11  0.1  160000  18.2145 12.834  1.49828  22.3938  0
0012  12  0.1  160001  16.4438 12.1369  1.5393  22.4219  0
0013  13  0.1  160001  14.7642 10.5978  1.58243  22.489  0
0014  14  0.1  160001  13.1442 9.51495  1.61929  22.613  0
0015  15  0.1  160001  11.5726 8.44802  1.66403  22.7283  0
0016  16  0.1  160001  10.2565 8.09508  1.70815  22.8253  0
0017  17  0.1  160001  9.2263 7.21601  1.74921  22.92  0
0018  18  0.1  160000  8.32008 6.31846  1.79668  23.0778  0
0019  19  0.1  160001  7.99427 6.26573  1.84148  23.1781  0
0020  20  0.1  160001  7.81309 6.19152  1.88637  23.376  0
0021  21  0.1  160001  8.13588 6.30018  1.93322  23.5068  0
0022  22  0.1  160000  8.88519 7.13412  1.98409  23.735  0
0023  23  0.1  160001  9.88953 8.02714  2.03239  23.9076  0
0024  24  0.1  160001  11.0159 8.33338  2.08271  24.0268  0
0025  25  0.1  160001  11.5689 9.10443  2.13238  24.2147  0
0026  26  0.1  160001  11.8896 9.22206  2.18672  24.4567  0
0027  27  0.1  160001  11.8996 9.22981  2.24012  24.6853  0
0028  28  0.1  160001  11.9943 9.81703  2.29519  24.8773  0
0029  29  0.1  160001  11.9519 9.80583  2.35261  25.1072  0
0030  30  0.1  160001  11.912 9.80772  2.40969  25.3888  0
0031  31  0.1  160000  11.6815 9.66793  2.46994  25.6799  0
0032  32  0.1  160001  11.4447 9.66601  2.53074  25.9561  0
0033  33  0.1  160001  11.3611 9.0739  2.58998  26.258  0
0034  34  0.1  160001  11.3339 9.07118  2.65623  26.5909  0
0035  35  0.1  160001  11.3044 9.04764  2.72333  26.9211  0
0036  36  0.1  160001  11.2611 9.02377  2.79225  27.2974  0
0037  37  0.1  160001  11.3955 9.08159  2.86336  27.7146  0
0038  38  0.1  160001  11.6773 9.73482  2.93509  28.1325  0
0039  39  0.1  160001  12.4121 10.0073  3.00737  28.5329  0
0040  40  0.1  160000  13.3379 10.8602  3.08683  28.979  0
0041  41  0.1  160001  14.0131 11.0577  3.16609  29.3827  0
0042  42  0.1  159999  14.2496 11.7155  3.25117  29.9057  0
0043  43  0.1  160001  14.4128 11.8001  3.33599  30.3887  0
0044  44  0.1  160001  14.4726 11.8022  3.42567  30.9514  0
0045  45  0.1  160001  14.3598 11.7571  3.51856  31.4997  0
