0000  0  0.1  160001  32.9445  32.9445  1.17476  22.1113  21.9422
0001  1  0.1  160001  32.6331  31.9606  1.18104  22.1165  21.9437
0002  2  0.1  160000  31.7304  30.9442  1.19864  22.0798  21.9295
0003  3  0.1  160001  30.5573  29.5385  1.22705  22.1057  21.9423
0004  4  0.1  160001  29.0416  27.414  1.26165  22.1479  21.9316
0005  5  0.1  160001  27.5552  24.9073  1.29999  22.2019  21.9453
0006  6  0.1  160001  25.9263  21.8954  1.3383  22.2096  21.9353
0007  7  0.1  160001  24.2724  18.8993  1.37555  22.261  21.9569
0008  8  0.1  160001  22.6226  16.2604  1.41618  22.2806  21.9223
0009  9  0.1  160001  20.9197  14.4157  1.45971  22.3505  21.9449
0010  10  0.1  160001  19.2019  12.7121  1.49793  22.4111  21.9177
0011  11  0.1  160000  17.4555  11.5339  1.54143  22.506  21.9439
0012  12  0.1  160001  15.7468  10.3119  1.58502  22.5659  21.9565
0013  13  0.1  160001  14.0706  9.61448  1.63139  22.6105  21.918
0014  14  0.1  160001  12.4437  9.00684  1.67098  22.7389  21.9347
0015  15  0.1  160001  10.8831  8.47584  1.71834  22.8614  21.9254
0016  16  0.1  160001  9.55975  8.0599  1.76558  22.9797  21.9426
0017  17  0.1  160001  8.42918  7.64971  1.81032  23.0829  21.9218
0018  18  0.1  160000  7.64429  7.42095  1.86024  23.2473  21.9543
0019  19  0.1  160001  7.26513  7.24312  1.90789  23.3295  21.9299
0020  20  0.1  160001  7.36791  7.33464  1.9556  23.505  21.9783
0021  21  0.1  160001  7.94923  7.5744  2.00719  23.6806  21.9679
0022  22  0.1  160001  8.849  8.05492  2.06001  23.8772  21.9885
0023  23  0.1  160001  9.55655  8.33181  2.11074  24.0587  22.002
0024  24  0.1  160001  10.0641  8.54131  2.16705  24.19  21.9751
0025  25  0.1  160001  10.2456  8.62499  2.21877  24.4159  22.0113
0026  26  0.1  160001  10.5252  9.02879  2.27526  24.6502  22.0361
0027  27  0.1  160001  10.6559  9.33682  2.33082  24.8555  22.017
0028  28  0.1  160001  10.6506  9.60612  2.39024  25.0816  22.0272
0029  29  0.1  160001  10.6746  10.1628  2.45032  25.3128  21.9999
0030  30  0.1  160001  10.427  10.6673  2.51093  25.6119  22.0462
0031  31  0.1  160001  10.2873  10.9919  2.57245  25.9005  22.0843
0032  32  0.1  160001  10.2024  10.7883  2.63586  26.1738  22.0845
0033  33  0.1  160001  10.1734  10.4378  2.69951  26.4802  22.0885
0034  34  0.1  160001  10.2042  9.9705  2.76808  26.8069  22.1144
0035  35  0.1  160001  10.1933  9.91459  2.83902  27.164  22.1255
0036  36  0.1  160001  10.3561  10.2886  2.90924  27.5574  22.1633
0037  37  0.1  160001  10.7548  10.9522  2.98506  27.9798  22.2173
0038  38  0.1  160001  11.2992  11.5832  3.05936  28.3576  22.2149
0039  39  0.1  160001  11.8219  11.9424  3.13413  28.7626  22.2082
0040  40  0.1  160001  12.2017  12.209  3.21489  29.2231  22.2507
0041  41  0.1  160001  12.4916  12.4524  3.2975  29.6423  22.2396
0042  42  0.1  160000  12.6173  12.6732  3.38456  30.2005  22.3093
0043  43  0.1  160001  12.8179  13.1884  3.4719  30.6958  22.3175
0044  44  0.1  160001  12.8554  13.2127  3.5633  31.2717  22.3426
0045  45  0.1  160001  13.0077  13.0077  3.66136  31.8222  22.3715
