RunNumber,AlignmentRun,GearFile,BeamEnergy,dut_chip,dut_gain,dut_gain_type,dut_conversion,ref_chip,ref_gain,ref_gain_type,dut_align_x,dut_align_y,dut_pos_z,dut_tilt,dut_turn,dut_rot,ref_align_x,ref_align_y,ref_pos_z,ref_rot,skipdut,skipref,skiptel

# JULY 7
# Analog chip 110!
# FIXME no gaincal yet!
20464,020464,gear_desy2015_07a.xml,5.6,110,c504-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,0,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,0.467045,0.0764423,43.0233,-1.89131,-3.60463,0.0112576,0.455505,-0.036181,40,0,0,0,0

20473,020464,gear_desy2015_07a.xml,5.6,110,c504-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,0,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,0.467045,0.0764423,43.0233,-1.89131,-3.60463,0.0112576,0.455505,-0.036181,40,0,0,0,0

20496,020464,gear_desy2015_07a.xml,5.6,110,c504-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,0,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,0.467045,0.0764423,43.0233,-1.89131,-3.60463,0.0112576,0.455505,-0.036181,40,0,0,0,0

20503,020503,gear_desy2015_07a.xml,5.2,110,c504-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,0,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,0.595961,0.272103,51.9226,20.4341,-0.191182,-0.012114,0.458637,-0.0589052,40,0,0,0,0
20504,020503,gear_desy2015_07a.xml,5.2,110,c504-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,0,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,0.597305,0.29765,51.9791,19.4555,-0.184945,-0.0121002,0.45843,-0.0589933,40,0,0,0,0
