RunNumber,AlignmentRun,GearFile,BeamEnergy,dut_chip,dut_gain,dut_gain_type,dut_conversion,ref_chip,ref_gain,ref_gain_type,dut_align_x,dut_align_y,dut_pos_z,dut_tilt,dut_turn,dut_rot,ref_align_x,ref_align_y,ref_pos_z,ref_rot,skipdut,skipref,skiptel
# Warning: no blank before dut_gain,ref_gain
# Warning: don''''t start with tilt = 0 or turn = 0 oe rot = 0: MillePede won''''t work (sin(0) = 0)'
# Warning: don''''t start with pos_z = 0: GBL crash when planes overlap'
# 2015 beams:,

#506 over night
#    DUT align 19582
#    fitter 19582-19622

19582,019582,gear_desy2015_05b.xml,5.6,506,c506-ia24-trim32tb-chiller15-gaincal.dat,desy_weibull_decorr_pos,0.273597,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-0.145965,-0.119507,51.699,28.32,-0.447024,-0.00664338,0.454041,-0.0556142,40,0,0,0,0
19583,019582,gear_desy2015_05b.xml,5.6,506,c506-ia24-trim32tb-chiller15-gaincal.dat,desy_weibull_decorr_pos,0.273597,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-0.145965,-0.119507,51.699,28.32,-0.447024,-0.00664338,0.454041,-0.0556142,40,0,0,0,0
19584,019582,gear_desy2015_05b.xml,5.6,506,c506-ia24-trim32tb-chiller15-gaincal.dat,desy_weibull_decorr_pos,0.273597,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-0.145965,-0.119507,51.699,28.32,-0.447024,-0.00664338,0.454041,-0.0556142,40,0,0,0,0
19585,019582,gear_desy2015_05b.xml,5.6,506,c506-ia24-trim32tb-chiller15-gaincal.dat,desy_weibull_decorr_pos,0.273597,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-0.145965,-0.119507,51.699,28.32,-0.447024,-0.00664338,0.454041,-0.0556142,40,0,0,0,0
19586,019582,gear_desy2015_05b.xml,5.6,506,c506-ia24-trim32tb-chiller15-gaincal.dat,desy_weibull_decorr_pos,0.273597,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-0.145965,-0.119507,51.699,28.32,-0.447024,-0.00664338,0.454041,-0.0556142,40,0,0,0,0
19587,019582,gear_desy2015_05b.xml,5.6,506,c506-ia24-trim32tb-chiller15-gaincal.dat,desy_weibull_decorr_pos,0.273597,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-0.145965,-0.119507,51.699,28.32,-0.447024,-0.00664338,0.454041,-0.0556142,40,0,0,0,0
19588,019582,gear_desy2015_05b.xml,5.6,506,c506-ia24-trim32tb-chiller15-gaincal.dat,desy_weibull_decorr_pos,0.273597,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-0.145965,-0.119507,51.699,28.32,-0.447024,-0.00664338,0.454041,-0.0556142,40,0,0,0,0
19589,019582,gear_desy2015_05b.xml,5.6,506,c506-ia24-trim32tb-chiller15-gaincal.dat,desy_weibull_decorr_pos,0.273597,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-0.145965,-0.119507,51.699,28.32,-0.447024,-0.00664338,0.454041,-0.0556142,40,0,0,0,0
19590,019582,gear_desy2015_05b.xml,5.6,506,c506-ia24-trim32tb-chiller15-gaincal.dat,desy_weibull_decorr_pos,0.273597,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-0.145965,-0.119507,51.699,28.32,-0.447024,-0.00664338,0.454041,-0.0556142,40,0,0,0,0
19591,019582,gear_desy2015_05b.xml,5.6,506,c506-ia24-trim32tb-chiller15-gaincal.dat,desy_weibull_decorr_pos,0.273597,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-0.145965,-0.119507,51.699,28.32,-0.447024,-0.00664338,0.454041,-0.0556142,40,0,0,0,0
19592,019582,gear_desy2015_05b.xml,5.6,506,c506-ia24-trim32tb-chiller15-gaincal.dat,desy_weibull_decorr_pos,0.273597,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-0.145965,-0.119507,51.699,28.32,-0.447024,-0.00664338,0.454041,-0.0556142,40,0,0,0,0
19593,019582,gear_desy2015_05b.xml,5.6,506,c506-ia24-trim32tb-chiller15-gaincal.dat,desy_weibull_decorr_pos,0.273597,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-0.145965,-0.119507,51.699,28.32,-0.447024,-0.00664338,0.454041,-0.0556142,40,0,0,0,0
19594,019582,gear_desy2015_05b.xml,5.6,506,c506-ia24-trim32tb-chiller15-gaincal.dat,desy_weibull_decorr_pos,0.273597,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-0.145965,-0.119507,51.699,28.32,-0.447024,-0.00664338,0.454041,-0.0556142,40,0,0,0,0
