RunNumber,AlignmentRun,GearFile,BeamEnergy,dut_chip,dut_gain,dut_gain_type,dut_conversion,ref_chip,ref_gain,ref_gain_type,dut_align_x,dut_align_y,dut_pos_z,dut_tilt,dut_turn,dut_rot,ref_align_x,ref_align_y,ref_pos_z,ref_rot,skipdut,skipref,skiptel
19680,019658,gear_desy2015_05d.xml,5.6,504,c504-ia24-trim32tb-chiller17-gaincal.dat,desy_weibull_decorr_pos,0.272167,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-3.99717,-0.34457,49.1342,21.1155,-1.01251,-0.0115072,-4.04176,-0.451761,40,0,0,0,0
19681,019658,gear_desy2015_05d.xml,5.6,504,c504-ia24-trim32tb-chiller17-gaincal.dat,desy_weibull_decorr_pos,0.272169,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-3.99691,-0.344559,49.1867,21.1117,-1.0095,-0.0114745,-4.04176,-0.451761,40,0,0,0,0
19682,019658,gear_desy2015_05d.xml,5.6,504,c504-ia24-trim32tb-chiller17-gaincal.dat,desy_weibull_decorr_pos,0.271998,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-3.99707,-0.3446,49.3101,21.1134,-1.00949,-0.0114876,-4.04176,-0.451761,40,0,0,0,0
19683,019658,gear_desy2015_05d.xml,5.6,504,c504-ia24-trim32tb-chiller17-gaincal.dat,desy_weibull_decorr_pos,0.272204,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-3.9972,-0.344497,49.1996,21.1156,-1.00864,-0.0114952,-4.04176,-0.451761,40,0,0,0,0
19684,019658,gear_desy2015_05d.xml,5.6,504,c504-ia24-trim32tb-chiller17-gaincal.dat,desy_weibull_decorr_pos,0.272398,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-3.99738,-0.344639,49.2067,21.1163,-1.00357,-0.0114921,-4.04176,-0.451761,40,0,0,0,0
19685,019658,gear_desy2015_05d.xml,5.6,504,c504-ia24-trim32tb-chiller17-gaincal.dat,desy_weibull_decorr_pos,0.2729,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-3.9974,-0.344674,49.3592,21.1102,-1.01358,-0.011471,-4.04176,-0.451761,40,0,0,0,0
19686,019658,gear_desy2015_05d.xml,5.6,504,c504-ia24-trim32tb-chiller17-gaincal.dat,desy_weibull_decorr_pos,0.272255,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-3.99761,-0.344481,49.1675,21.1114,-1.01361,-0.0114845,-4.04176,-0.451761,40,0,0,0,0
19687,019658,gear_desy2015_05d.xml,5.6,504,c504-ia24-trim32tb-chiller17-gaincal.dat,desy_weibull_decorr_pos,0.272333,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-3.99793,-0.344453,49.2479,21.1134,-0.995379,-0.0114656,-4.04176,-0.451761,40,0,0,0,0

#19688,019658,gear_desy2015_05d.xml,5.6,504,c504-ia24-trim32tb-chiller17-gaincal.dat,desy_weibull_decorr_pos,0.272225,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-3.99759,-0.344348,49.2064,21.1128,-1.00759,-0.0114885,-4.04176,-0.451761,40,0,0,0,0
#19689,019658,gear_desy2015_05d.xml,5.6,504,c504-ia24-trim32tb-chiller17-gaincal.dat,desy_weibull_decorr_pos,0.271931,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-3.99731,-0.344593,49.2071,21.1065,-0.993264,-0.0114678,-4.04176,-0.451761,40,0,0,0,0

19690,019658,gear_desy2015_05d.xml,5.6,504,c504-ia24-trim32tb-chiller17-gaincal.dat,desy_weibull_decorr_pos,0.272079,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-3.99738,-0.344553,49.2524,21.1115,-0.996862,-0.011475,-4.04176,-0.451761,40,0,0,0,0
19691,019658,gear_desy2015_05d.xml,5.6,504,c504-ia24-trim32tb-chiller17-gaincal.dat,desy_weibull_decorr_pos,0.272355,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-3.99719,-0.344303,49.2108,21.1129,-1.01007,-0.0114771,-4.04176,-0.451761,40,0,0,0,0

#19692,019658,gear_desy2015_05d.xml,5.6,504,c504-ia24-trim32tb-chiller17-gaincal.dat,desy_weibull_decorr_pos,0.272029,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-3.99716,-0.344102,48.9326,21.1275,-1.0404,-0.0114549,-4.04176,-0.451761,40,0,0,0,0

19693,019658,gear_desy2015_05d.xml,5.6,504,c504-ia24-trim32tb-chiller17-gaincal.dat,desy_weibull_decorr_pos,0.271991,501,c501-ia24-trim30tb-gaincal.dat,desy_weibull_decorr_pos,-3.99681,-0.344069,49.1655,21.1103,-1.00463,-0.0114711,-4.04176,-0.451761,40,0,0,0,0
