map   0   0      0.999668      296415.4        3607.2         260.1         233.8         6.500
map   0   1      0.999690      319600.8        3947.2         255.9         232.0         6.518
map   0   2      0.999771      433190.2        5324.3         257.3         232.2         6.565
map   0   3      0.999733      364010.1        4488.8         261.5         238.5         6.462
map   0   4      0.999723      350014.8        4239.1         262.6         237.7         6.465
map   0   5      0.999728      363034.3        4504.9         257.3         235.1         6.483
map   0   6      0.999710      340935.0        4218.2         258.2         231.3         6.560
map   0   7      0.999729      371370.1        4729.5         251.1         227.6         6.613
map   0   8      0.999752      390032.9        4882.0         257.6         230.0         6.534
map   0   9      0.999779      444325.2        5506.9         258.8         232.9         6.546
map   0  10      0.999749      382319.2        4777.3         260.6         233.3         6.529
map   0  11      0.999699      321003.2        3976.6         258.0         231.5         6.509
map   0  12      0.999716      341986.0        4257.0         259.4         229.2         6.580
map   0  13      0.999697      320015.5        4015.4         256.6         226.3         6.558
map   0  14      0.999702      321702.8        4049.6         258.2         227.1         6.546
map   0  15      0.999728      355102.9        4414.2         259.0         235.7         6.475
map   0  16      0.999769      418777.8        5254.0         256.8         234.4         6.455
map   0  17      0.999773      422977.7        5341.0         259.1         236.1         6.475
map   0  18      0.999664      290116.0        3646.0         255.4         228.6         6.522
map   0  19      0.999709      334073.7        4170.3         258.5         230.3         6.546
map   0  20      0.999737      367699.2        4664.6         255.3         228.0         6.561
map   0  21      0.999736      371706.7        4742.2         252.1         227.7         6.582
map   0  22      0.999730      365654.1        4664.7         253.5         229.9         6.548
map   0  23      0.999705      327551.1        4139.3         258.3         230.7         6.516
map   0  24      0.999665      292137.8        3738.6         253.4         223.5         6.542
map   0  25      0.999734      363987.9        4638.9         255.7         225.4         6.558
map   0  26      0.999656      281824.1        3612.5         254.6         223.8         6.558
map   0  27      0.999661      282997.1        3576.7         257.6         229.9         6.511
map   0  28      0.999749      377083.0        4824.3         258.6         230.7         6.559
map   0  29      0.999718      343496.8        4397.3         255.8         229.6         6.569
map   0  30      0.999671      294382.4        3820.1         254.5         227.3         6.556
map   0  31      0.999670      297570.1        3746.2         255.7         225.7         6.585
map   0  32      0.999649      274177.0        3440.8         256.7         223.2         6.547
map   0  33      0.999727      361137.2        4628.9         252.8         230.2         6.551
map   0  34      0.999734      364403.1        4642.7         253.8         230.2         6.530
map   0  35      0.999760      393884.6        5002.8         258.5         232.6         6.509
map   0  36      0.999664      290855.5        3707.7         254.2         226.4         6.561
map   0  37      0.999700      323164.5        4113.5         254.8         226.3         6.571
map   0  38      0.999735      370205.7        4669.4         254.1         226.5         6.525
map   0  39      0.999730      360349.0        4595.2         255.0         230.1         6.529
map   0  40      0.999676      302701.4        3870.1         252.1         225.5         6.563
map   0  41      0.999695      311233.3        3947.2         259.2         232.4         6.461
map   0  42      0.999701      325939.5        4176.8         253.7         223.2         6.540
map   0  43      0.999664      289237.5        3722.3         252.1         221.1         6.521
map   0  44      0.999662      282204.0        3608.9         256.3         224.0         6.598
map   0  45      0.999748      374883.4        4868.0         256.7         231.2         6.507
map   0  46      0.999747      371279.3        4732.6         259.2         231.6         6.515
map   0  47      0.999708      331974.6        4282.8         253.4         227.5         6.538
map   0  48      0.999677      291354.0        3751.6         257.3         225.2         6.559
map   0  49      0.999693      304422.3        3920.5         257.4         226.1         6.531
map   0  50      0.999687      301283.7        3909.4         256.7         223.1         6.532
map   0  51      0.999723      338678.6        4403.0         258.1         234.4         6.477
map   0  52      0.999699      315954.5        4071.7         255.4         231.2         6.494
map   0  53      0.999774      420845.9        5415.7         255.3         229.3         6.480
map   0  54      0.999715      334828.8        4359.4         255.9         229.1         6.553
map   0  55      0.999712      329844.1        4276.7         255.5         225.7         6.583
map   0  56      0.999711      328818.4        4279.9         255.8         226.1         6.558
map   0  57      0.999745      369139.9        4778.6         257.1         228.6         6.504
map   0  58      0.999737      359888.2        4702.5         254.6         227.9         6.542
map   0  59      0.999727      349863.2        4552.0         255.2         228.6         6.580
map   0  60      0.999668      288596.7        3687.6         255.3         222.8         6.570
map   0  61      0.999710      328412.1        4226.4         254.9         221.3         6.521
map   0  62      0.999806      483013.9        6219.1         255.1         222.3         6.557
map   0  63      0.999727      340257.4        4389.7         259.3         230.9         6.535
map   0  64      0.999749      371899.2        4825.5         256.0         227.7         6.548
map   0  65      0.999713      326704.9        4190.6         258.6         228.7         6.570
map   0  66      0.999666      286737.2        3665.8         257.9         223.7         6.594
map   0  67      0.999666      284730.6        3706.3         251.8         217.7         6.559
map   0  68      0.999718      329830.1        4252.3         257.9         223.8         6.601
map   0  69      0.999750      371790.1        4806.6         258.1         232.2         6.513
map   0  70      0.999681      287318.2        3734.0         257.7         233.4         6.489
map   0  71      0.999699      301507.0        3897.0         260.0         232.1         6.473
map   0  72      0.999717      330484.3        4321.9         255.5         226.4         6.601
map   0  73      0.999702      316963.6        4089.4         256.4         225.9         6.580
map   0  74      0.999687      300176.3        3899.5         255.9         225.8         6.607
map   0  75      0.999693      304687.9        3952.3         256.6         226.7         6.567
map   0  76      0.999729      344219.9        4455.8         257.3         229.4         6.547
map   0  77      0.999721      339364.7        4421.2         255.0         226.4         6.575
map   0  78      0.999687      308852.2        4010.9         252.4         219.0         6.522
map   0  79      0.999667      300189.7        3597.3         246.8         215.0         6.466
map   1   0      0.999695      309419.7        4055.9         261.8         237.7         6.464
map   1   1      0.999687      301889.7        3949.8         262.3         237.8         6.492
map   1   2      0.999712      329258.8        4317.7         260.8         237.2         6.475
map   1   3      0.999758      389526.0        5165.1         261.4         238.6         6.502
map   1   4      0.999744      363765.0        4799.9         263.8         239.9         6.462
map   1   5      0.999760      382988.3        5112.5         261.4         237.8         6.488
map   1   6      0.999707      323113.8        4332.9         257.9         232.2         6.539
map   1   7      0.999728      345026.9        4573.4         259.3         232.9         6.538
map   1   8      0.999709      325541.5        4272.5         257.9         229.6         6.556
map   1   9      0.999707      325336.8        4347.9         257.0         231.4         6.567
map   1  10      0.999690      296404.6        3983.2         259.7         235.2         6.456
map   1  11      0.999717      338180.7        4467.2         257.4         232.3         6.517
map   1  12      0.999693      314653.6        4161.7         255.1         225.1         6.522
map   1  13      0.999700      312458.8        4187.1         256.9         228.0         6.575
map   1  14      0.999703      313571.8        4197.8         258.3         228.9         6.561
map   1  15      0.999718      338212.7        4468.3         256.3         232.9         6.544
map   1  16      0.999745      364385.3        4833.7         259.7         236.5         6.475
map   1  17      0.999776      412334.9        5422.1         259.6         233.6         6.491
map   1  18      0.999702      311692.5        4221.9         254.8         229.8         6.537
map   1  19      0.999718      333411.5        4526.2         255.4         231.2         6.533
map   1  20      0.999751      372625.7        4978.9         256.7         229.7         6.537
map   1  21      0.999722      333363.1        4483.8         257.1         230.8         6.539
map   1  22      0.999707      314646.8        4227.4         257.8         230.9         6.539
